"FID";"OBJECTID";"AmbulanceR";"BikeAge_Gr";"Bike_Age";"Bike_Alc_D";"Bike_Dir";"Bike_Injur";"Bike_Pos";"Bike_Race";"Bike_Sex";"City";"County";"CrashAlcoh";"CrashDay";"Crash_Date";"Crash_Grp";"Crash_Hour";"Crash_Loc";"Crash_Mont";"Crash_Time";"Crash_Type";"Crash_Ty_1";"Crash_Year";"Crsh_Sevri";"Developmen";"DrvrAge_Gr";"Drvr_Age";"Drvr_Alc_D";"Drvr_EstSp";"Drvr_Injur";"Drvr_Race";"Drvr_Sex";"Drvr_VehTy";"ExcsSpdInd";"Hit_Run";"Light_Cond";"Locality";"Num_Lanes";"Num_Units";"Rd_Charact";"Rd_Class";"Rd_Conditi";"Rd_Config";"Rd_Defects";"Rd_Feature";"Rd_Surface";"Region";"Rural_Urba";"Speed_Limi";"Traff_Cntr";"Weather";"Workzone_I";"Location"
"5227";9;10;"Yes";"50-59";57;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Guilford";"No";"01-01-02";2012-01-10;"Motorist Failed to Yield - Sign-Controlled Intersection";18;"Intersection";NA;1-01-01 18:46:58;"Motorist Drive Out - Sign-Controlled Intersection";NA;2012;"C: Possible Injury";"Residential";"30-39";39;"No";"11-15 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Dark - Roadway Not Lighted";"Rural (<30% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Rural";"40 - 45  MPH";"Stop Sign";"Clear";"No";"35.95493, -79.9211"
"5228";14;15;"No";"30-39";38;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Stanly";"No";NA;2012-01-23;"Motorist Overtaking Bicyclist";6;"Non-Intersection";NA;1-01-01 06:57:58;"Motorist Overtaking - Misjudged Space";NA;2012;"C: Possible Injury";"Farms, Woods, Pastures";NA;NA;"No";NA;"Injury";"/Missing";NA;"Passenger Car";"No";"Yes";"Dark - Roadway Not Lighted";"Rural (<30% Developed)";"2 lanes";2;"Straight - Grade";"NC Route";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Rural";"50 - 55  MPH";"Double Yellow Line, No Passing Zone";"Fog, Smog, Smoke";"No";"35.37003, -80.145"
"5229";16;17;"Yes";"20-24";20;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Boone";"Watauga";"No";"01-01-02";2012-01-24;"Motorist Left Turn / Merge";14;"Non-Intersection";NA;1-01-01 14:29:58;"Motorist Left Turn - Opposite Direction";NA;2012;"B: Evident Injury";"Residential";"50-59";56;"No";"6-10 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Curve - Grade";"Public Vehicular Area";"Dry";"Two-Way, Not Divided";"None";"Driveway, Public";"Coarse Asphalt";"Mountains";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"36.21477, -81.6888"
"5230";19;20;"No";"20-24";23;"No";"With Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Male";"Wilmington";"New Hanover";"No";"01-01-06";2012-01-07;"Crossing Paths - Other Circumstances";20;"Intersection";NA;1-01-01 20:08:58;"Signalized Intersection - Other /";NA;2012;"C: Possible Injury";"Commercial";"20-24";21;"No";"6-10 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"8 lanes";2;NA;"NC Route";"Dry";"Two-Way, Divided, Positive Median Barrier";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Urban";"40 - 45  MPH";"Stop And Go Signal";"Clear";"No";"34.23483, -77.8742"
"5231";38;39;"Yes";"40-49";46;"Yes";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Female";"Patterson Springs";"Cleveland";"Yes";NA;2012-02-13;"Motorist Overtaking Bicyclist";21;"Non-Intersection";"01-02-01";1-01-01 21:52:58;"Motorist Overtaking - Other /";NA;2012;"C: Possible Injury";"Residential";"30-39";37;"No";"41-45 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Dark - Roadway Not Lighted";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"NC Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Mountains";"Rural";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"35.22684, -81.5122"
"5232";40;41;"No";"16-19";18;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Chapel Hill";"Orange";"No";"01-01-04";2012-01-26;"Bicyclist Overtaking Motorist";17;"Non-Intersection";NA;1-01-01 17:12:58;"Bicyclist Overtaking - Other /";NA;2012;"B: Evident Injury";"Institutional";"60-69";62;"No";"6-10 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";NA;2;"Straight - Level";"Public Vehicular Area";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"5 - 15 MPH";"No Control Present";"Cloudy";"No";"35.90869, -79.0483"
"5233";51;52;"Yes";"20-24";24;"No";"With Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Female";"Durham";"Durham";"No";"01-01-07";2012-02-26;"Motorist Left Turn / Merge";17;"Intersection";"01-02-01";1-01-01 17:34:58;"Motorist Left Turn - Opposite Direction";NA;2012;"C: Possible Injury";"Commercial";"50-59";59;"No";"0-5 mph";"O: No Injury";"Other";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"3 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop And Go Signal";"Clear";"No";"36.00986, -78.9196"
"5234";67;68;"Yes";"40-49";45;"No";"Facing Traffic";"C: Possible Injury";"Travel Lane";"Black";"Female";"Raleigh";"Wake";"No";"01-01-05";2012-03-02;"Motorist Failed to Yield - Signalized Intersection";9;"Intersection";"01-03-01";1-01-01 09:07:58;"Motorist Drive Out - Signalized Intersection";NA;2012;"C: Possible Injury";"Commercial";"25-29";27;"No";"0-5 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"One-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"Stop And Go Signal";"Clear";"No";"35.75395, -78.6489"
"5235";72;73;"Yes";"30-39";32;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Hispanic";"Male";"Greensboro";"Guilford";"No";"01-01-04";2012-02-16;"Motorist Overtaking Bicyclist";19;"Non-Intersection";"01-02-01";1-01-01 19:42:58;"Motorist Overtaking - Other /";NA;2012;"B: Evident Injury";"Residential";"70";70;"No";"31-35 mph";"O: No Injury";"Hispanic";"Male";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"5 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Rain";"No";"36.12623, -79.8319"
"5236";80;81;"Yes";"20-24";24;"No";"With Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"Black";"Female";"Wilmington";"New Hanover";"No";"01-01-02";2012-02-14;"Motorist Failed to Yield - Sign-Controlled Intersection";18;"Intersection";"01-02-01";1-01-01 18:53:58;"Motorist Drive Out - Sign-Controlled Intersection";NA;2012;"C: Possible Injury";"Residential";"20-24";21;"No";"6-10 mph";"O: No Injury";"White";"Male";"Sport Utility";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"One-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Coastal";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"34.22994, -77.871"
"5237";84;85;"Yes";"50-59";51;"Yes";"Facing Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Rocky Mount";"Edgecombe";"Yes";"01-01-02";2012-02-14;"Head-On";16;"Non-Intersection";"01-02-01";1-01-01 16:36:58;"Head-On - Bicyclist";NA;2012;"B: Evident Injury";"Commercial";"20-24";22;"No";"26-30 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Curve - Level";"State Secondary Route";"Dry";"Two-Way, Divided, Unprotected Median";"None";"No Special Feature";"Smooth Asphalt";"Coastal";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.9412, -77.7874"
"5238";101;102;"Yes";"50-59";53;"No";"With Traffic";"A: Disabling Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Orange";"No";"01-01-07";2012-02-26;"Motorist Overtaking Bicyclist";14;"Non-Intersection";"01-02-01";1-01-01 14:43:58;"Motorist Overtaking - Misjudged Space";NA;2012;"A: Disabling Injury";"Farms, Woods, Pastures";NA;NA;"Missing";"51-55 mph";"Injury";"/Missing";NA;NA;"No";"Yes";"Daylight";"Rural (<30% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Rural";"50 - 55  MPH";"No Control Present";"Clear";"No";"36.12576, -79.0369"
"5239";102;103;"Yes";"25-29";26;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Gastonia";"Gaston";"No";"01-01-04";2012-03-08;"Bicyclist Failed to Yield - Sign-Controlled Intersection";15;"Intersection";"01-03-01";1-01-01 15:21:58;"Bicyclist Ride Through - Sign-Controlled Intersection";NA;2012;"C: Possible Injury";"Residential";"40-49";42;"No";"16-20 mph";"O: No Injury";"Black";"Male";"Van";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Cloudy";"No";"35.25567, -81.1745"
"5240";103;104;"No";"50-59";57;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Chowan";"No";"01-01-04";2012-03-01;"Bicyclist Failed to Yield - Sign-Controlled Intersection";14;"Intersection";"01-03-01";1-01-01 13:59:58;"Bicyclist Ride Through - Sign-Controlled Intersection";NA;2012;"C: Possible Injury";"Residential";"60-69";67;"No";"11-15 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Coastal";"Rural";"20 - 25  MPH";"Stop Sign";"Clear";"No";"36.22672, -76.7015"
"5241";116;117;"Yes";"15-Nov";11;"No";"Facing Traffic";"B: Evident Injury";"Sidewalk / Crosswalk / Driveway Crossing";"Hispanic";"Male";"Durham";"Durham";"No";"01-01-02";2012-03-20;"Parallel Paths - Other Circumstances";18;"Non-Intersection";"01-03-01";1-01-01 18:49:58;"Bicyclist Ride Out - Parallel Path";NA;2012;"B: Evident Injury";"Commercial";"30-39";30;"No";"26-30 mph";"O: No Injury";"Hispanic";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.99029, -78.8689"
"5242";117;118;"No";"40-49";44;"No";"With Traffic";"O: No Injury";"Travel Lane";"White";"Male";"Winston-Salem";"Forsyth";"No";"01-01-03";2012-03-14;"Motorist Failed to Yield - Sign-Controlled Intersection";6;"Intersection";"01-03-01";1-01-01 06:37:58;"Motorist Drive Through - Sign-Controlled Intersection";NA;2012;"O: No Injury";"Commercial";NA;NA;"Missing";"6-10 mph";"Injury";"/Missing";NA;"Passenger Car";"No";"Yes";"Dawn";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";NA;"No Control Present";"Fog, Smog, Smoke";"No";"36.13577, -80.2957"
"5243";121;122;"No";"30-39";32;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Durham";"Durham";"No";"01-01-05";2012-03-23;"Loss of Control / Turning Error";16;"Non-Intersection";"01-03-01";1-01-01 15:59:58;"Bicyclist Lost Control - Mechanical Problems";NA;2012;"C: Possible Injury";"Commercial";NA;NA;"Missing";"0-5 mph";"Injury";"/Missing";NA;"Van";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"36.00756, -78.921"
"5244";122;123;"No";"50-59";55;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Johnston";"No";"01-01-02";2012-03-27;"Motorist Left Turn / Merge";5;"Intersection";"01-03-01";1-01-01 05:34:58;"Motorist Left Turn - Opposite Direction";NA;2012;"C: Possible Injury";"Commercial";"40-49";49;"No";"11-15 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"5 lanes";2;"Straight - Level";"NC Route";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Coastal";"Rural";"30 - 35  MPH";"Stop And Go Signal";"Cloudy";"No";"35.60783, -78.5629"
"5245";123;124;"Yes";"30-39";33;"No";"With Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Male";"Washington";"Beaufort";"No";"01-01-06";2012-03-10;"Motorist Left Turn / Merge";23;"Intersection";"01-03-01";1-01-01 23:41:58;"Motorist Left Turn - Opposite Direction";NA;2012;"C: Possible Injury";"Commercial";"25-29";26;"No";"6-10 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Coastal";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.5534, -77.0586"
"5246";131;132;"Yes";"20-24";23;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Aberdeen";"Moore";"No";"01-01-03";2012-03-21;"Loss of Control / Turning Error";12;"Intersection";"01-03-01";1-01-01 12:38:58;"Bicyclist Lost Control - Mechanical Problems";NA;2012;"B: Evident Injury";"Residential";"20-24";20;"No";"26-30 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Rural";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.1305, -79.4326"
"5247";148;149;"No";"50-59";50;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"Rocky Mount";"Nash";"No";"01-01-05";2012-03-16;"Bicyclist Failed to Yield - Signalized Intersection";5;"Intersection";"01-03-01";1-01-01 05:45:58;"Bicyclist Failed to Clear - Trapped";NA;2012;"C: Possible Injury";"Commercial";"50-59";59;"No";"0-5 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Coastal";"Urban";"40 - 45  MPH";"Stop And Go Signal";"Clear";"No";"35.98064, -77.8088"
"5248";149;150;"No";"10-Jun";9;"No";"Facing Traffic";"B: Evident Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Female";"Concord";"Cabarrus";"No";"01-01-02";2012-03-20;"Loss of Control / Turning Error";17;"Intersection";"01-03-01";1-01-01 17:05:58;"Bicyclist Lost Control - Mechanical Problems";NA;2012;"B: Evident Injury";"Residential";"40-49";40;"No";"0-5 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.41771, -80.6015"
"5249";156;157;"No";"40-49";47;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"Raleigh";"Wake";"No";"01-01-03";2012-03-21;"Motorist Left Turn / Merge";22;"Intersection";"01-03-01";1-01-01 22:06:58;"Motorist Left Turn - Opposite Direction";NA;2012;"C: Possible Injury";"Residential";"20-24";21;"No";"6-10 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Dark - Roadway Not Lighted";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.77775, -78.6236"
"5250";170;171;"Yes";"30-39";38;"No";"With Traffic";"K: Killed";"Travel Lane";"White";"Female";"Summerfield";"Guilford";"No";"01-01-05";2012-04-13;"Motorist Overtaking Bicyclist";19;"Non-Intersection";"01-04-01";1-01-01 19:09:58;"Motorist Overtaking - Other /";NA;2012;"K: Killed";"Residential";"30-39";33;"No";"41-45 mph";"O: No Injury";"White";"Female";"Sport Utility";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Hillcrest";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"36.20875, -79.9048"
"5251";174;175;"Yes";"10-Jun";7;"No";"Facing Traffic";"B: Evident Injury";"Travel Lane";"Black";"Female";"Kannapolis";"Rowan";"No";"01-01-06";2012-03-31;"Loss of Control / Turning Error";19;"Intersection";"01-03-01";1-01-01 19:06:58;"Bicyclist Lost Control - Mechanical Problems";NA;2012;"B: Evident Injury";"Residential";"70";70;"No";"26-30 mph";"O: No Injury";"White";"Male";"Single Unit Truck (2-Axle, 6-Tire)";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Hillcrest";"Local Street";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Rain";"No";"35.5292, -80.6184"
"5252";182;183;"Yes";"25-29";26;"No";"Facing Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Female";"Wilmington";"New Hanover";"No";NA;2012-04-02;"Motorist Failed to Yield - Midblock";9;"Non-Intersection";"01-04-01";1-01-01 09:43:58;"Motorist Drive Out - Other Midblock";NA;2012;"C: Possible Injury";"Commercial";"40-49";40;"No";"0-5 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Divided, Positive Median Barrier";"None";"T-Intersection";"Smooth Asphalt";"Coastal";"Urban";"40 - 45  MPH";"Stop Sign";"Clear";"No";"34.25177, -77.8265"
"5253";190;191;"Yes";"16-19";19;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"Durham";"Durham";"No";"01-01-05";2012-04-20;"Motorist Right Turn / Merge";17;"Intersection";"01-04-01";1-01-01 17:50:58;"Motorist Right Turn - Same Direction";NA;2012;"C: Possible Injury";"Commercial";"30-39";36;"No";"0-5 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.99021, -78.8925"
"5254";193;194;"Yes";"10-Jun";9;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"High Point";"Guilford";"No";"01-01-02";2012-04-10;"Bicyclist Failed to Yield - Sign-Controlled Intersection";17;"Intersection";"01-04-01";1-01-01 17:19:58;"Bicyclist Ride Through - Sign-Controlled Intersection";NA;2012;"B: Evident Injury";"Residential";"70";70;"No";"26-30 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";3;"Straight - Grade";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Yield Sign";"Clear";"No";"35.97474, -80.0059"
"5255";196;197;"No";"16-19";17;"No";"Facing Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Female";"Greensboro";"Guilford";"No";"01-01-03";2012-04-04;"Motorist Failed to Yield - Signalized Intersection";9;"Intersection";"01-04-01";1-01-01 09:56:58;"Motorist Drive Out - Right Turn on Red";NA;2012;"C: Possible Injury";"Commercial";"0-19";17;"No";"0-5 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"9 or more lanes";2;"Straight - Bottom";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"36.09481, -79.8913"
"5256";219;220;"No";"15-Nov";14;"No";"Not Applicable";"B: Evident Injury";"Driveway / Alley";"White";"Male";"Raleigh";"Wake";"No";"01-01-05";2012-04-27;"Bicyclist Failed to Yield - Midblock";21;"Non-Intersection";"01-04-01";1-01-01 21:37:58;"Bicyclist Ride Out - Commercial Driveway / Alley";NA;2012;"B: Evident Injury";"Residential";"60-69";67;"No";"21-25 mph";"O: No Injury";"White";"Male";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"5 - 15 MPH";"No Control Present";"Clear";"No";"35.92929, -78.5693"
"5257";224;225;"No";"50-59";51;"No";"Not Applicable";"B: Evident Injury";"Travel Lane";"Hispanic";"Male";"Warsaw";"Duplin";"No";"01-01-07";2012-03-18;"Crossing Paths - Other Circumstances";19;"Intersection-Related";"01-03-01";1-01-01 19:24:58;"Crossing Paths - Uncontrolled Intersection";NA;2012;"B: Evident Injury";"Commercial";"30-39";35;"No";"16-20 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Dusk";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Coastal";"Rural";"30 - 35  MPH";"Stop Sign";"Clear";"No";"34.99875, -78.0941"
"5258";225;226;"Yes";"50-59";53;"No";"With Traffic";"A: Disabling Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Orange";"No";NA;2012-04-16;"Motorist Overtaking Bicyclist";20;"Non-Intersection";"01-04-01";1-01-01 20:10:58;"Motorist Overtaking - Other /";NA;2012;"A: Disabling Injury";"Residential";"20-24";24;"No";"51-55 mph";"O: No Injury";"Other";"Female";"Sport Utility";"No";"No";"Dusk";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"US Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Rural";"50 - 55  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"36.04933, -79.0299"
